Notebook,ForLoops,RangeIters,MaxDepth
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_1257199.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_1257963.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_1258019.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_1258659.ipynb,2,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_1258699.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_1259014.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_12592.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_1259567.ipynb,2,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_1260643.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_1260644.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_1260670.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_1261098.ipynb,12,2,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_1261135.ipynb,9,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_1261657.ipynb,2,2,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_126351.ipynb,5,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_126709.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_126718.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_126857.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_127134.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_127599.ipynb,4,1,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_128047.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_128087.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_128406.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_128407.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_128803.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_128834.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_129445.ipynb,2,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_129766.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_129962.ipynb,2,1,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_130318.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_130355.ipynb,2,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_130663.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_130667.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_131888.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_131931.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_132302.ipynb,6,3,3
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_132303.ipynb,6,3,3
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_132329.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_132929.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_13379.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_134222.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_135342.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_136068.ipynb,4,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_136399.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_136402.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_136470.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_136480.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_136585.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_136599.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_136657.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_13702.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_13740.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_138227.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_138506.ipynb,8,1,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_138691.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_139242.ipynb,4,4,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_139415.ipynb,8,8,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_139416.ipynb,8,8,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_139547.ipynb,10,10,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_139818.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_14000.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_140292.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_140858.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_140859.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_14140.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_14235.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_142374.ipynb,5,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_142583.ipynb,17,10,3
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_142647.ipynb,5,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_142956.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_143072.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_14341.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_14342.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_143866.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_14428.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_1447.ipynb,12,2,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_14534.ipynb,2,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_14535.ipynb,2,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_145447.ipynb,2,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_14593.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_146066.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_146172.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_146250.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_146396.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_146622.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_146760.ipynb,15,1,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_146803.ipynb,4,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_14757.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_14782.ipynb,4,2,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_148169.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_148215.ipynb,2,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_148241.ipynb,4,4,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_148806.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_149597.ipynb,4,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_149676.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_149684.ipynb,4,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_150524.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_150593.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_151289.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_151606.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_151607.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_152284.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_152432.ipynb,4,4,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_152586.ipynb,4,4,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_152593.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_152594.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_152595.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_152599.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_152799.ipynb,7,3,3
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_153142.ipynb,2,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_153685.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_154934.ipynb,10,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_154935.ipynb,10,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_155344.ipynb,5,2,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_155604.ipynb,5,2,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_15577.ipynb,16,0,5
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_155988.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_155989.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_156183.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_156259.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_156549.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_156562.ipynb,4,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_156563.ipynb,4,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_156618.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_15682.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_157042.ipynb,2,2,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_158009.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_15824.ipynb,16,0,5
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_158457.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_15874.ipynb,5,0,3
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_158848.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_1589.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_16004.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_160097.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_160289.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_16041.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_160622.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_16063.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_162037.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_1624.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_164306.ipynb,4,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_164990.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_164991.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_164992.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_164993.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_165151.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_165152.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_165230.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_165231.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_165523.ipynb,13,10,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_16594.ipynb,9,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_166027.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_166163.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_166164.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_166412.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_166487.ipynb,3,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_166634.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_167390.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_167423.ipynb,5,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_167531.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_167871.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_167917.ipynb,3,1,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_168077.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_168138.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_169224.ipynb,3,2,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_169342.ipynb,2,2,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_169537.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_169607.ipynb,2,2,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_169847.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_17125.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_171711.ipynb,6,3,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_172057.ipynb,4,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_172746.ipynb,4,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_173105.ipynb,4,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_173118.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_173279.ipynb,18,14,3
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_173544.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_174430.ipynb,2,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_174447.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_174448.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_174539.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_175258.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_175513.ipynb,3,2,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_175800.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_176115.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_176432.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_176736.ipynb,8,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_176804.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_177246.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_179779.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_180050.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_180494.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_18066.ipynb,11,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_181058.ipynb,6,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_181253.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_181394.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_181764.ipynb,2,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_181915.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_182339.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_182534.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_183192.ipynb,3,3,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_183498.ipynb,11,11,5
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_183623.ipynb,3,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_183624.ipynb,3,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_184594.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_184914.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_185386.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_185387.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_186253.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_186368.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_186369.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_186981.ipynb,8,0,3
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_187130.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_18715.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_187367.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_187398.ipynb,4,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_187637.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_187719.ipynb,6,2,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_187935.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_188548.ipynb,18,16,5
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_189155.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_189347.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_189944.ipynb,3,3,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_189945.ipynb,3,3,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_190261.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_190391.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_190467.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_191175.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_19145.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_191713.ipynb,6,3,3
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_192190.ipynb,10,0,3
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_192203.ipynb,10,4,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_192280.ipynb,10,0,3
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_193119.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_19395.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_194004.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_194435.ipynb,2,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_194503.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_194505.ipynb,2,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_194732.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_195077.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_195102.ipynb,12,2,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_19585.ipynb,4,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_196905.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_19705.ipynb,10,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_197134.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_197297.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_197514.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_197554.ipynb,5,4,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_197886.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_198183.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_198198.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_198627.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_198846.ipynb,3,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_198893.ipynb,5,1,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_19890.ipynb,8,7,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_199125.ipynb,8,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_199686.ipynb,9,3,3
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_199834.ipynb,7,7,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_199983.ipynb,6,3,3
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_200056.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_200074.ipynb,7,7,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_200504.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_200532.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_200618.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_20132.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_201604.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_203046.ipynb,2,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_203121.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_20354.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_204324.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_204439.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_204532.ipynb,4,2,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_204533.ipynb,4,2,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_204574.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_204770.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_204918.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_205513.ipynb,2,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_205798.ipynb,1,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_205979.ipynb,2,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_206127.ipynb,3,3,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_206260.ipynb,15,2,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_206261.ipynb,15,2,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_206288.ipynb,12,3,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_206465.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_20647.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_206794.ipynb,2,1,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_206947.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_207059.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_207735.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_207818.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_207831.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_209404.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_209449.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_209485.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_210196.ipynb,3,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_210864.ipynb,10,5,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_211019.ipynb,9,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_211060.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_211068.ipynb,1,1,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_211124.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_211682.ipynb,2,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_212885.ipynb,7,0,4
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_212999.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_213161.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_213200.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_213872.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_213976.ipynb,5,5,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_214033.ipynb,3,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_214077.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_214115.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_214437.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_214939.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_214989.ipynb,2,0,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_215630.ipynb,5,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_215755.ipynb,5,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_215756.ipynb,5,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_215757.ipynb,5,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_215947.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_216000.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_21682.ipynb,0,0,0
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_217297.ipynb,3,0,1
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_217423.ipynb,11,7,2
/Users/jsinger/Downloads/sample_data/data/notebooks/nb_21759.ipynb,0,0,0
